vocab,pos_prob,neg_prob
xpauwp,1.299072462261945e-05,8.948345674593409e-06
cv,2.59814492452389e-05,1.7896691349186818e-05
izmlkvzzv,1.299072462261945e-05,8.948345674593409e-06
nikki,1.299072462261945e-05,4.474172837296705e-05
hide,7.79443477357167e-05,9.39576295832308e-05
jusxdoit,1.299072462261945e-05,8.948345674593409e-06
justawana,1.299072462261945e-05,8.948345674593409e-06
jperzell,1.299072462261945e-05,1.3422518511890114e-05
iamdriven,1.299072462261945e-05,8.948345674593409e-06
pushin,1.299072462261945e-05,1.3422518511890114e-05
hiddencams,1.299072462261945e-05,1.3422518511890114e-05
cayenne,2.59814492452389e-05,4.4741728372967045e-06
qsbte,2.59814492452389e-05,4.4741728372967045e-06
pcktsizecae,1.299072462261945e-05,8.948345674593409e-06
bigbbrown,1.299072462261945e-05,8.948345674593409e-06
unprotected,1.299072462261945e-05,1.3422518511890114e-05
brendacoyt,1.299072462261945e-05,2.684503702378023e-05
khamillkilroy,2.59814492452389e-05,4.4741728372967045e-06
adoreelenaa,1.299072462261945e-05,8.948345674593409e-06
xojennygirl,1.299072462261945e-05,8.948345674593409e-06
papi,1.299072462261945e-05,2.2370864186483524e-05
bandit,1.299072462261945e-05,8.948345674593409e-06
alexschnider,1.299072462261945e-05,8.948345674593409e-06
witch,1.299072462261945e-05,2.684503702378023e-05
rcooley,2.59814492452389e-05,4.4741728372967045e-06
markkelly,1.299072462261945e-05,1.3422518511890114e-05
tragic,2.59814492452389e-05,8.948345674593409e-06
pr,9.093507235833614e-05,3.5793382698373636e-05
ladykimora,2.59814492452389e-05,4.026755553567034e-05
jgardenofeden,1.299072462261945e-05,8.948345674593409e-06
westt,2.59814492452389e-05,1.3422518511890114e-05
arthur,1.299072462261945e-05,8.948345674593409e-06
rutgers,2.59814492452389e-05,1.3422518511890114e-05
freakoslam,1.299072462261945e-05,1.3422518511890114e-05
rsmi,2.59814492452389e-05,4.4741728372967045e-06
blyth,1.299072462261945e-05,8.948345674593409e-06
piersmorgan,3.897217386785835e-05,2.684503702378023e-05
wbaqq,1.299072462261945e-05,8.948345674593409e-06
goddam,1.299072462261945e-05,8.948345674593409e-06
temptation,1.299072462261945e-05,1.3422518511890114e-05
lastgreatstand,1.299072462261945e-05,8.948345674593409e-06
guarantee,1.299072462261945e-05,3.131920986107693e-05
mattress,2.59814492452389e-05,1.3422518511890114e-05
angllee,1.299072462261945e-05,8.948345674593409e-06
idisrespecthoez,1.299072462261945e-05,1.7896691349186818e-05
simms,1.299072462261945e-05,8.948345674593409e-06
crist,0.00048065681103691963,1.7896691349186818e-05
uimf,2.59814492452389e-05,4.4741728372967045e-06
flyest,1.299072462261945e-05,1.7896691349186818e-05
hiroshima,2.59814492452389e-05,4.4741728372967045e-06
spread,3.897217386785835e-05,5.816424688485716e-05
schleck,2.59814492452389e-05,4.4741728372967045e-06
county,3.897217386785835e-05,3.5793382698373636e-05
stripesallure,1.299072462261945e-05,8.948345674593409e-06
bambam,1.299072462261945e-05,8.948345674593409e-06
annoyance,1.299072462261945e-05,1.3422518511890114e-05
abouta,2.59814492452389e-05,4.4741728372967045e-06
rasengan,1.299072462261945e-05,8.948345674593409e-06
blk,3.897217386785835e-05,1.7896691349186818e-05
wboundurant,1.299072462261945e-05,8.948345674593409e-06
enterin,1.299072462261945e-05,8.948345674593409e-06
itsdrecord,1.299072462261945e-05,8.948345674593409e-06
outfit,3.897217386785835e-05,5.369007404756046e-05
broccoli,1.299072462261945e-05,8.948345674593409e-06
yeahhhh,1.299072462261945e-05,8.948345674593409e-06
helgasfishtales,2.59814492452389e-05,4.4741728372967045e-06
snd,3.897217386785835e-05,1.3422518511890114e-05
guiltypleasure,1.299072462261945e-05,8.948345674593409e-06
spoken,2.59814492452389e-05,4.4741728372967045e-06
pharaoh,2.59814492452389e-05,1.3422518511890114e-05
koqsvcua,1.299072462261945e-05,8.948345674593409e-06
fldz,1.299072462261945e-05,8.948345674593409e-06
grounded,1.299072462261945e-05,8.948345674593409e-06
jhannahhh,1.299072462261945e-05,8.948345674593409e-06
toein,1.299072462261945e-05,8.948345674593409e-06
nationaldoughnutday,1.299072462261945e-05,8.948345674593409e-06
torahblaze,1.299072462261945e-05,5.816424688485716e-05
cdfuuuu,1.299072462261945e-05,8.948345674593409e-06
satisfy,2.59814492452389e-05,4.4741728372967045e-06
legislation,2.59814492452389e-05,4.4741728372967045e-06
ginuwine,2.59814492452389e-05,4.4741728372967045e-06
gy,2.59814492452389e-05,8.948345674593409e-06
lilbuttshar,1.299072462261945e-05,8.948345674593409e-06
allllll,2.59814492452389e-05,4.4741728372967045e-06
threatening,1.299072462261945e-05,1.7896691349186818e-05
titz,1.299072462261945e-05,8.948345674593409e-06
mleew,1.299072462261945e-05,1.3422518511890114e-05
vegeta,1.299072462261945e-05,1.7896691349186818e-05
inning,0.00011691652160357505,8.948345674593409e-06
hockeypuck,1.299072462261945e-05,1.3422518511890114e-05
allforcountry,2.59814492452389e-05,4.4741728372967045e-06
fuccccck,1.299072462261945e-05,8.948345674593409e-06
caitlin,2.59814492452389e-05,4.4741728372967045e-06
umightnotgetin,1.299072462261945e-05,1.7896691349186818e-05
mensen,2.59814492452389e-05,4.4741728372967045e-06
simps,1.299072462261945e-05,1.3422518511890114e-05
inbred,1.299072462261945e-05,2.684503702378023e-05
norma,1.299072462261945e-05,8.948345674593409e-06
hotshot,1.299072462261945e-05,8.948345674593409e-06
bic,1.299072462261945e-05,8.948345674593409e-06
prettytreazure,1.299072462261945e-05,1.3422518511890114e-05
fskcy,1.299072462261945e-05,8.948345674593409e-06
kathleenparker,1.299072462261945e-05,8.948345674593409e-06
knowsu,2.59814492452389e-05,1.7896691349186818e-05
mare,2.59814492452389e-05,4.4741728372967045e-06
turnout,3.897217386785835e-05,4.4741728372967045e-06
ckyhorror,1.299072462261945e-05,8.948345674593409e-06
convert,1.299072462261945e-05,8.948345674593409e-06
rlenkr,1.299072462261945e-05,8.948345674593409e-06
bucketsproverbs,1.299072462261945e-05,1.3422518511890114e-05
poole,1.299072462261945e-05,8.948345674593409e-06
achilles,2.59814492452389e-05,4.4741728372967045e-06
iamyaokhari,1.299072462261945e-05,1.3422518511890114e-05
pipinhoes,1.299072462261945e-05,8.948345674593409e-06
calmed,1.299072462261945e-05,8.948345674593409e-06
blasting,2.59814492452389e-05,1.7896691349186818e-05
namaste,1.299072462261945e-05,8.948345674593409e-06
ronandfezsxm,3.897217386785835e-05,8.948345674593409e-06
mahoganylov,1.299072462261945e-05,8.948345674593409e-06
clever,6.495362311309725e-05,4.4741728372967045e-06
eit,1.299072462261945e-05,8.948345674593409e-06
kwest,1.299072462261945e-05,3.131920986107693e-05
polotags,1.299072462261945e-05,8.948345674593409e-06
outrage,1.299072462261945e-05,1.3422518511890114e-05
puss,1.299072462261945e-05,8.948345674593409e-06
lebouf,2.59814492452389e-05,4.4741728372967045e-06
hannahkubiak,1.299072462261945e-05,1.3422518511890114e-05
charles,3.897217386785835e-05,2.2370864186483524e-05
nonlykeisha,1.299072462261945e-05,1.7896691349186818e-05
nastiest,1.299072462261945e-05,8.948345674593409e-06
regardless,2.59814492452389e-05,6.263841972215386e-05
khatam,2.59814492452389e-05,4.4741728372967045e-06
billmanoussakis,1.299072462261945e-05,1.3422518511890114e-05
khan,3.897217386785835e-05,8.948345674593409e-06
cairo,2.59814492452389e-05,4.4741728372967045e-06
engaging,2.59814492452389e-05,4.4741728372967045e-06
oscar,5.19628984904778e-05,4.474172837296705e-05
dakari,2.59814492452389e-05,4.4741728372967045e-06
itslendaddy,1.299072462261945e-05,8.948345674593409e-06
donthypeme,3.897217386785835e-05,4.4741728372967045e-06
fashion,5.19628984904778e-05,4.921590121026375e-05
committe,1.299072462261945e-05,8.948345674593409e-06
waynel,1.299072462261945e-05,3.131920986107693e-05
resulting,1.299072462261945e-05,8.948345674593409e-06
jurgens,2.59814492452389e-05,4.4741728372967045e-06
tvvitterhoes,1.299072462261945e-05,4.026755553567034e-05
scrappy,1.299072462261945e-05,2.684503702378023e-05
cji,2.59814492452389e-05,4.4741728372967045e-06
barackomamba,1.299072462261945e-05,8.948345674593409e-06
likely,3.897217386785835e-05,4.026755553567034e-05
woohdakidd,1.299072462261945e-05,4.474172837296705e-05
neonte,1.299072462261945e-05,8.948345674593409e-06
deeeeaaaadd,1.299072462261945e-05,8.948345674593409e-06
theoscars,2.59814492452389e-05,4.4741728372967045e-06
jacket,0.00011691652160357505,3.5793382698373636e-05
supportive,1.299072462261945e-05,1.3422518511890114e-05
petite,1.299072462261945e-05,1.3422518511890114e-05
iced,3.897217386785835e-05,8.948345674593409e-06
keshawn,1.299072462261945e-05,8.948345674593409e-06
sexyunderhere,1.299072462261945e-05,8.948345674593409e-06
izgkpcqio,1.299072462261945e-05,8.948345674593409e-06
mbrtvpuakt,1.299072462261945e-05,8.948345674593409e-06
droppin,1.299072462261945e-05,1.3422518511890114e-05
sharia,2.59814492452389e-05,4.4741728372967045e-06
tydollasign,1.299072462261945e-05,8.948345674593409e-06
aishamoodmills,2.59814492452389e-05,4.4741728372967045e-06
ryanh,1.299072462261945e-05,8.948345674593409e-06
activism,2.59814492452389e-05,4.4741728372967045e-06
vape,1.299072462261945e-05,8.948345674593409e-06
longlive,2.59814492452389e-05,4.4741728372967045e-06
thotermelon,1.299072462261945e-05,8.948345674593409e-06
heyyy,1.299072462261945e-05,8.948345674593409e-06
prenup,1.299072462261945e-05,8.948345674593409e-06
conservativela,2.59814492452389e-05,4.4741728372967045e-06
hangin,1.299072462261945e-05,2.684503702378023e-05
player,0.0002338330432071501,0.00012527683944430772
jogonzalez,1.299072462261945e-05,8.948345674593409e-06
rducppp,1.299072462261945e-05,8.948345674593409e-06
ultragoogle,1.299072462261945e-05,8.948345674593409e-06
pompous,1.299072462261945e-05,8.948345674593409e-06
avoid,2.59814492452389e-05,2.684503702378023e-05
cle,0.0001039257969809556,1.3422518511890114e-05
maryjane,1.299072462261945e-05,8.948345674593409e-06
subnorbot,1.299072462261945e-05,8.948345674593409e-06
kennies,1.299072462261945e-05,8.948345674593409e-06
septembertha,1.299072462261945e-05,1.3422518511890114e-05
muchyour,1.299072462261945e-05,8.948345674593409e-06
seasonal,1.299072462261945e-05,1.3422518511890114e-05
jennyjohnsonhi,2.59814492452389e-05,8.948345674593409e-06
wing,0.00014289797084881395,3.5793382698373636e-05
cheesecake,9.093507235833614e-05,1.3422518511890114e-05
holmezz,1.299072462261945e-05,8.948345674593409e-06
twentysix,1.299072462261945e-05,8.948345674593409e-06
frankxlz,1.299072462261945e-05,8.948345674593409e-06
afghanistan,5.19628984904778e-05,4.4741728372967045e-06
toov,1.299072462261945e-05,8.948345674593409e-06
mariachappellen,1.299072462261945e-05,8.948345674593409e-06
yok,2.59814492452389e-05,4.4741728372967045e-06
cleallday,2.59814492452389e-05,4.4741728372967045e-06
hearing,9.093507235833614e-05,4.474172837296705e-05
approve,2.59814492452389e-05,1.3422518511890114e-05
morton,2.59814492452389e-05,4.4741728372967045e-06
dwammm,1.299072462261945e-05,8.948345674593409e-06
gmel,1.299072462261945e-05,1.3422518511890114e-05
btg,1.299072462261945e-05,8.948345674593409e-06
ashleyypat,2.59814492452389e-05,8.948345674593409e-06
hilariousselfie,1.299072462261945e-05,8.948345674593409e-06
lfsvymmqtn,1.299072462261945e-05,8.948345674593409e-06
communion,2.59814492452389e-05,8.948345674593409e-06
boosie,1.299072462261945e-05,5.816424688485716e-05
thefoodbibie,2.59814492452389e-05,4.4741728372967045e-06
kkfr,1.299072462261945e-05,8.948345674593409e-06
lakeshowqueen,1.299072462261945e-05,8.948345674593409e-06
kdlxfqm,1.299072462261945e-05,8.948345674593409e-06
dressed,5.19628984904778e-05,6.263841972215386e-05
turn,0.00027280521707500846,0.000559271604662088
eba,1.299072462261945e-05,8.948345674593409e-06
assassinate,2.59814492452389e-05,4.4741728372967045e-06
remains,3.897217386785835e-05,1.3422518511890114e-05
soundtrack,3.897217386785835e-05,8.948345674593409e-06
scully,1.299072462261945e-05,8.948345674593409e-06
dxum,2.59814492452389e-05,4.4741728372967045e-06
boit,1.299072462261945e-05,8.948345674593409e-06
awdw,2.59814492452389e-05,4.4741728372967045e-06
evelyn,1.299072462261945e-05,8.948345674593409e-06
ticckler,1.299072462261945e-05,8.948345674593409e-06
drako,1.299072462261945e-05,8.948345674593409e-06
thebank,1.299072462261945e-05,8.948345674593409e-06
bloomington,3.897217386785835e-05,4.4741728372967045e-06
appeared,2.59814492452389e-05,4.4741728372967045e-06
name,0.0004676660864143002,0.0006487550614080222
bai,2.59814492452389e-05,4.4741728372967045e-06
dooeogirog,1.299072462261945e-05,8.948345674593409e-06
resolved,1.299072462261945e-05,8.948345674593409e-06
mortal,1.299072462261945e-05,8.948345674593409e-06
foto,3.897217386785835e-05,4.4741728372967045e-06
terryak,1.299072462261945e-05,8.948345674593409e-06
lawful,2.59814492452389e-05,4.4741728372967045e-06
ebbfb,2.59814492452389e-05,4.4741728372967045e-06
whateverduuude,1.299072462261945e-05,8.948345674593409e-06
replying,1.299072462261945e-05,8.948345674593409e-06
jdimenstein,1.299072462261945e-05,8.948345674593409e-06
jello,1.299072462261945e-05,8.948345674593409e-06
goauche,2.59814492452389e-05,8.948345674593409e-06
rihh,1.299072462261945e-05,8.948345674593409e-06
lthy,1.299072462261945e-05,1.3422518511890114e-05
rhiannamator,1.299072462261945e-05,8.948345674593409e-06
thedarius,1.299072462261945e-05,3.5793382698373636e-05
switzerland,1.299072462261945e-05,8.948345674593409e-06
wasp,0.00011691652160357505,1.7896691349186818e-05
yawlknow,1.299072462261945e-05,8.948345674593409e-06
bcs,2.59814492452389e-05,4.4741728372967045e-06
appear,3.897217386785835e-05,2.684503702378023e-05
flirt,2.59814492452389e-05,4.026755553567034e-05
missvoshay,1.299072462261945e-05,8.948345674593409e-06
skurred,2.59814492452389e-05,4.4741728372967045e-06
royalswagg,1.299072462261945e-05,8.948345674593409e-06
uw,2.59814492452389e-05,1.3422518511890114e-05
bkent,1.299072462261945e-05,8.948345674593409e-06
dragonballdeez,2.59814492452389e-05,8.948345674593409e-06
dissenter,1.299072462261945e-05,8.948345674593409e-06
lohan,1.299072462261945e-05,1.3422518511890114e-05
herd,1.299072462261945e-05,2.2370864186483524e-05
helenkeller,1.299072462261945e-05,8.948345674593409e-06
lgtw,1.299072462261945e-05,8.948345674593409e-06
dolo,1.299072462261945e-05,2.2370864186483524e-05
charged,2.59814492452389e-05,8.948345674593409e-06
hog,1.299072462261945e-05,8.948345674593409e-06
xgi,2.59814492452389e-05,4.4741728372967045e-06
starks,1.299072462261945e-05,8.948345674593409e-06
haitiancocaine,1.299072462261945e-05,8.948345674593409e-06
prtini,2.59814492452389e-05,4.4741728372967045e-06
prope,1.299072462261945e-05,8.948345674593409e-06
navyasslos,2.59814492452389e-05,4.4741728372967045e-06
kel,2.59814492452389e-05,4.4741728372967045e-06
infamouscoryog,1.299072462261945e-05,8.948345674593409e-06
suspend,2.59814492452389e-05,8.948345674593409e-06
getcho,1.299072462261945e-05,1.7896691349186818e-05
tamela,1.299072462261945e-05,8.948345674593409e-06
zeemonstaa,1.299072462261945e-05,8.948345674593409e-06
deet,2.59814492452389e-05,4.4741728372967045e-06
jermsallover,1.299072462261945e-05,8.948345674593409e-06
nonwhatsoever,2.59814492452389e-05,4.4741728372967045e-06
jkbridgeturstraight,1.299072462261945e-05,8.948345674593409e-06
krishnan,1.299072462261945e-05,8.948345674593409e-06
babyyy,1.299072462261945e-05,8.948345674593409e-06
need,0.0009483228974512198,0.0020670678508310776
condescending,1.299072462261945e-05,1.3422518511890114e-05
avoiding,1.299072462261945e-05,1.7896691349186818e-05
svlwgs,2.59814492452389e-05,4.4741728372967045e-06
cleaning,7.79443477357167e-05,8.948345674593409e-06
breaded,1.299072462261945e-05,1.3422518511890114e-05
gl,1.299072462261945e-05,1.3422518511890114e-05
guapoaficionado,1.299072462261945e-05,8.948345674593409e-06
danovskis,2.59814492452389e-05,8.948345674593409e-06
forf,1.299072462261945e-05,8.948345674593409e-06
dontcallmekyrie,1.299072462261945e-05,8.948345674593409e-06
taynic,1.299072462261945e-05,8.948345674593409e-06
iamthatprettymf,1.299072462261945e-05,1.3422518511890114e-05
consrvativediva,2.59814492452389e-05,4.4741728372967045e-06
kesha,1.299072462261945e-05,1.3422518511890114e-05
go,0.001506924056223856,0.002639761974005056
force,6.495362311309725e-05,4.474172837296705e-05
eaglesnation,2.59814492452389e-05,1.3422518511890114e-05
caseyveggies,1.299072462261945e-05,8.948345674593409e-06
indeed,5.19628984904778e-05,1.3422518511890114e-05
locx,1.299072462261945e-05,8.948345674593409e-06
bity,1.299072462261945e-05,8.948345674593409e-06
lag,1.299072462261945e-05,8.948345674593409e-06
tammy,1.299072462261945e-05,1.7896691349186818e-05
unseeingeyes,2.59814492452389e-05,4.4741728372967045e-06
deleting,1.299072462261945e-05,1.7896691349186818e-05
paige,1.299072462261945e-05,8.948345674593409e-06
deepest,2.59814492452389e-05,8.948345674593409e-06
hacked,1.299072462261945e-05,2.2370864186483524e-05
askwhy,1.299072462261945e-05,1.3422518511890114e-05
out,1.299072462261945e-05,8.948345674593409e-06
choochieee,1.299072462261945e-05,8.948345674593409e-06
cranked,2.59814492452389e-05,4.4741728372967045e-06
pouyalilpou,1.299072462261945e-05,2.2370864186483524e-05
rp,2.59814492452389e-05,4.4741728372967045e-06
bulldogged,1.299072462261945e-05,8.948345674593409e-06
loriisright,2.59814492452389e-05,8.948345674593409e-06
merched,1.299072462261945e-05,8.948345674593409e-06
kingdomofwench,2.59814492452389e-05,4.4741728372967045e-06
primo,2.59814492452389e-05,8.948345674593409e-06
papaspaid,1.299072462261945e-05,1.3422518511890114e-05
pub,2.59814492452389e-05,4.4741728372967045e-06
idontcare,2.59814492452389e-05,4.4741728372967045e-06
goddesslaney,2.59814492452389e-05,4.4741728372967045e-06
bossshltonly,1.299072462261945e-05,8.948345674593409e-06
attitud,1.299072462261945e-05,8.948345674593409e-06
destiny,3.897217386785835e-05,1.7896691349186818e-05
lovesexdeath,1.299072462261945e-05,8.948345674593409e-06
dcowboys,1.299072462261945e-05,8.948345674593409e-06
obi,1.299072462261945e-05,8.948345674593409e-06
shenikaroberts,1.299072462261945e-05,8.948345674593409e-06
neiman,1.299072462261945e-05,8.948345674593409e-06
ritual,1.299072462261945e-05,8.948345674593409e-06
nxakd,1.299072462261945e-05,8.948345674593409e-06
sue,2.59814492452389e-05,3.5793382698373636e-05
customer,2.59814492452389e-05,4.474172837296705e-05
hegs,2.59814492452389e-05,4.4741728372967045e-06
yungin,1.299072462261945e-05,8.948345674593409e-06
foreplaying,1.299072462261945e-05,8.948345674593409e-06
pertile,1.299072462261945e-05,8.948345674593409e-06
hispanic,1.299072462261945e-05,3.131920986107693e-05
dunderbail,2.59814492452389e-05,4.4741728372967045e-06
lonz,1.299072462261945e-05,8.948345674593409e-06
many,0.00036374028943334457,0.0006845484441063959
usabillofrights,2.59814492452389e-05,4.4741728372967045e-06
usin,1.299072462261945e-05,1.7896691349186818e-05
riding,5.19628984904778e-05,8.500928390863739e-05
charliedayquote,1.299072462261945e-05,8.948345674593409e-06
stephicans,2.59814492452389e-05,4.4741728372967045e-06
boutcha,1.299072462261945e-05,8.948345674593409e-06
zodiac,1.299072462261945e-05,8.948345674593409e-06
trigonometric,1.299072462261945e-05,8.948345674593409e-06
union,5.19628984904778e-05,1.3422518511890114e-05
jaworskimeats,2.59814492452389e-05,4.4741728372967045e-06
roppmotnbd,2.59814492452389e-05,4.4741728372967045e-06
uoqx,1.299072462261945e-05,8.948345674593409e-06
baseddevjay,1.299072462261945e-05,8.948345674593409e-06
rightway,1.299072462261945e-05,8.948345674593409e-06
tempted,2.59814492452389e-05,1.7896691349186818e-05
coworkers,1.299072462261945e-05,8.948345674593409e-06
tuck,1.299072462261945e-05,8.948345674593409e-06
ordered,6.495362311309725e-05,4.474172837296705e-05
jomavaesjos,1.299072462261945e-05,8.948345674593409e-06
slicknet,2.59814492452389e-05,4.4741728372967045e-06
defeating,5.19628984904778e-05,4.4741728372967045e-06
bitchmaster,1.299072462261945e-05,8.948345674593409e-06
chancellor,2.59814492452389e-05,4.4741728372967045e-06
ariennajanee,3.897217386785835e-05,4.4741728372967045e-06
dou,2.59814492452389e-05,8.948345674593409e-06
tricking,1.299072462261945e-05,2.2370864186483524e-05
snack,2.59814492452389e-05,6.711259255945057e-05
xavier,1.299072462261945e-05,1.7896691349186818e-05
fredrogers,1.299072462261945e-05,8.948345674593409e-06
doseofoc,1.299072462261945e-05,8.948345674593409e-06
tronkitty,1.299072462261945e-05,2.2370864186483524e-05
jusguapo,1.299072462261945e-05,8.948345674593409e-06
sheffield,2.59814492452389e-05,4.4741728372967045e-06
magazine,1.299072462261945e-05,8.948345674593409e-06
undefeated,1.299072462261945e-05,8.948345674593409e-06
waterproof,1.299072462261945e-05,8.948345674593409e-06
relentless,1.299072462261945e-05,8.948345674593409e-06
pesky,3.897217386785835e-05,4.4741728372967045e-06
reathie,1.299072462261945e-05,4.026755553567034e-05
carburetor,1.299072462261945e-05,8.948345674593409e-06
smoke,6.495362311309725e-05,0.00031319209861076935
crooked,2.59814492452389e-05,2.2370864186483524e-05
otz,1.299072462261945e-05,8.948345674593409e-06
beardedgemini,1.299072462261945e-05,1.3422518511890114e-05
grier,1.299072462261945e-05,8.948345674593409e-06
kick,0.0001558886954714334,0.0001879152591664616
xoxo,3.897217386785835e-05,5.369007404756046e-05
cokelogic,2.59814492452389e-05,4.4741728372967045e-06
dietrich,2.59814492452389e-05,8.948345674593409e-06
noobde,1.299072462261945e-05,1.3422518511890114e-05
maa,1.299072462261945e-05,8.948345674593409e-06
pollos,3.897217386785835e-05,4.4741728372967045e-06
tae,2.59814492452389e-05,5.369007404756046e-05
goldschmied,1.299072462261945e-05,8.948345674593409e-06
surfing,2.59814492452389e-05,4.4741728372967045e-06
tyranny,2.59814492452389e-05,4.4741728372967045e-06
acab,2.59814492452389e-05,8.948345674593409e-06
slumlord,1.299072462261945e-05,8.948345674593409e-06
jrsmith,1.299072462261945e-05,8.948345674593409e-06
cierra,1.299072462261945e-05,8.948345674593409e-06
liberienne,1.299072462261945e-05,8.948345674593409e-06
figgthzk,1.299072462261945e-05,8.948345674593409e-06
yesss,1.299072462261945e-05,2.684503702378023e-05
vivaalakatyy,1.299072462261945e-05,3.5793382698373636e-05
tainted,2.59814492452389e-05,4.4741728372967045e-06
lockthatbitchup,1.299072462261945e-05,8.948345674593409e-06
jonica,1.299072462261945e-05,8.948345674593409e-06
lighten,1.299072462261945e-05,1.3422518511890114e-05
jaygorgeous,2.59814492452389e-05,4.4741728372967045e-06
grammar,2.59814492452389e-05,1.7896691349186818e-05
plash,1.299072462261945e-05,8.948345674593409e-06
thinner,1.299072462261945e-05,1.3422518511890114e-05
resume,2.59814492452389e-05,4.4741728372967045e-06
psh,1.299072462261945e-05,1.7896691349186818e-05
anacortes,1.299072462261945e-05,8.948345674593409e-06
ssparklesdaily,2.59814492452389e-05,4.4741728372967045e-06
barge,1.299072462261945e-05,8.948345674593409e-06
delaney,2.59814492452389e-05,2.684503702378023e-05
dyslexia,1.299072462261945e-05,1.3422518511890114e-05
keltor,1.299072462261945e-05,8.948345674593409e-06
half,0.00032476811556548624,0.00029529540726158253
thriller,2.59814492452389e-05,4.4741728372967045e-06
cwc,5.19628984904778e-05,4.4741728372967045e-06
stock,5.19628984904778e-05,1.7896691349186818e-05
juniorshabidoo,2.59814492452389e-05,4.4741728372967045e-06
gvfpk,1.299072462261945e-05,8.948345674593409e-06
liq,1.299072462261945e-05,2.2370864186483524e-05
therealhoneymoe,1.299072462261945e-05,8.948345674593409e-06
date,0.0001299072462261945,0.0002550278517259122
billyeichner,2.59814492452389e-05,4.4741728372967045e-06
atlassmugged,2.59814492452389e-05,4.4741728372967045e-06
rrkxbwg,1.299072462261945e-05,8.948345674593409e-06
ufnj,1.299072462261945e-05,8.948345674593409e-06
agreement,1.299072462261945e-05,1.7896691349186818e-05
contributes,1.299072462261945e-05,8.948345674593409e-06
rillo,1.299072462261945e-05,8.948345674593409e-06
theshoebible,2.59814492452389e-05,4.4741728372967045e-06
trustisbroken,1.299072462261945e-05,8.948345674593409e-06
ingredient,1.299072462261945e-05,8.948345674593409e-06
sneakyb,1.299072462261945e-05,8.948345674593409e-06
ittt,1.299072462261945e-05,1.3422518511890114e-05
bidenshairplugs,2.59814492452389e-05,2.2370864186483524e-05
forreal,1.299072462261945e-05,7.158676539674727e-05
coochie,1.299072462261945e-05,1.7896691349186818e-05
killas,1.299072462261945e-05,8.948345674593409e-06
windshield,2.59814492452389e-05,4.4741728372967045e-06
maggie,1.299072462261945e-05,1.7896691349186818e-05
ramen,1.299072462261945e-05,8.948345674593409e-06
mid,3.897217386785835e-05,2.684503702378023e-05
michelleharnois,1.299072462261945e-05,8.948345674593409e-06
aprivilege,1.299072462261945e-05,8.948345674593409e-06
uskcmfcd,1.299072462261945e-05,8.948345674593409e-06
hn,1.299072462261945e-05,8.948345674593409e-06
fiisiizw,1.299072462261945e-05,8.948345674593409e-06
sugarcode,1.299072462261945e-05,8.948345674593409e-06
ima,0.00011691652160357505,0.0006442808885707255
drilled,1.299072462261945e-05,8.948345674593409e-06
commando,1.299072462261945e-05,1.3422518511890114e-05
fba,1.299072462261945e-05,8.948345674593409e-06
airam,1.299072462261945e-05,1.7896691349186818e-05
aoy,1.299072462261945e-05,8.948345674593409e-06
meet,0.00014289797084881395,0.00021923446902753852
accessible,1.299072462261945e-05,8.948345674593409e-06
deecatanz,1.299072462261945e-05,8.948345674593409e-06
yoooodem,1.299072462261945e-05,8.948345674593409e-06
mayra,1.299072462261945e-05,8.948345674593409e-06
theroyallife,1.299072462261945e-05,8.948345674593409e-06
annijohnesce,1.299072462261945e-05,8.948345674593409e-06
justific,2.59814492452389e-05,4.4741728372967045e-06
yivn,1.299072462261945e-05,8.948345674593409e-06
meganmonday,1.299072462261945e-05,8.948345674593409e-06
clubinsomnia,2.59814492452389e-05,4.4741728372967045e-06
chrisis,1.299072462261945e-05,8.948345674593409e-06
cokefuckedyou,1.299072462261945e-05,8.948345674593409e-06
shiesty,1.299072462261945e-05,8.948345674593409e-06
harden,1.299072462261945e-05,2.2370864186483524e-05
individually,1.299072462261945e-05,8.948345674593409e-06
sandler,2.59814492452389e-05,4.4741728372967045e-06
tileternity,1.299072462261945e-05,8.948345674593409e-06
boojieque,1.299072462261945e-05,8.948345674593409e-06
vonshayeb,3.897217386785835e-05,6.711259255945057e-05
sss,1.299072462261945e-05,8.948345674593409e-06
dese,1.299072462261945e-05,0.00011185432093241762
taco,9.093507235833614e-05,7.158676539674727e-05
gospel,2.59814492452389e-05,1.7896691349186818e-05
pocahontas,1.299072462261945e-05,8.948345674593409e-06
five,5.19628984904778e-05,4.474172837296705e-05
peckadelic,1.299072462261945e-05,8.948345674593409e-06
callemlikeiseeem,1.299072462261945e-05,8.948345674593409e-06
involved,2.59814492452389e-05,1.3422518511890114e-05
mrpoonsoaker,1.299072462261945e-05,2.2370864186483524e-05
australian,2.59814492452389e-05,4.4741728372967045e-06
irsuns,1.299072462261945e-05,8.948345674593409e-06
shinin,1.299072462261945e-05,8.948345674593409e-06
botta,1.299072462261945e-05,8.948345674593409e-06
gypmatic,1.299072462261945e-05,8.948345674593409e-06
kaseymizell,2.59814492452389e-05,4.4741728372967045e-06
helton,1.299072462261945e-05,8.948345674593409e-06
collin,1.299072462261945e-05,8.948345674593409e-06
sapiosexual,1.299072462261945e-05,8.948345674593409e-06
approaching,3.897217386785835e-05,8.948345674593409e-06
warzone,1.299072462261945e-05,1.3422518511890114e-05
